8455,1595,6,3.6,4.3,3
8461,2122,4.3,4.3,4.5,5
8461,3154,8.4,5,5,1
8461,3155,6.9,1.9,8,3
8461,3144,1.9,5,5,7
8475,3951,5,5,5,7
8475,505,7.7,7.3,2.6,2
8475,558,9,9,7.9,1
8475,583,6.1,6,6.4,2
8479,2774,6,5.8,5,4
8479,2777,3.8,5.6,4,5
8479,2782,5.4,5,5,3
8479,4201,7.5,5,5,2
8482,3958,7.1,7.6,2.9,3
8482,2048,3.9,5.4,5.4,5
8482,2029,3.7,7.4,6.4,5
8482,2049,3.2,5,6.2,6
8482,4219,5.9,6.4,6.4,1
8486,519,5,3.3,5,4
8486,481,5,5,5,3
8486,520,1.3,2.8,2.4,6
8486,546,6,5.9,5,3
8487,2909,5.1,4.3,4.6,4
8487,4147,2.7,3.1,5,4
8487,1311,1.4,8.6,8.6,6
8487,1308,3.6,3.7,6.4,3
8489,1834,5,5,5.2,3
8489,2324,2,1.5,1.5,5
8489,2092,4.2,6,5.9,6
8489,665,3.8,2.8,3.8,3
8490,4050,3.6,3.3,6.8,4
8490,2028,3.9,3.4,7.2,3
8490,1938,3.1,6.4,6.7,5
8490,1429,4.4,4.2,5.6,4
8491,3690,4.3,5,4.7,3
8491,1364,3.5,2.8,7.1,3
8491,1333,6,3.2,5.7,3
8491,4043,3.2,2,5.1,4
8491,4106,5,5.3,5,4
8501,670,5,5,5,4
8501,2094,1.9,2.2,3.1,2
8501,2022,6,4.2,5.7,2
8501,2081,6.9,3.2,5.7,3
8501,2942,3.6,3.5,8.6,3
8502,2730,2.3,5,7,6
8502,4216,1,5,5,7
8502,587,5,5,5,4
8502,559,3.4,1.5,7.7,6
8502,588,2,3.1,7.8,5
8502,551,3.8,5,5,5
8510,1900,7.1,5,5,3
8510,3638,8.5,8.9,7.8,2
8510,4050,8.5,2.5,6.2,3
8510,449,7.4,7.6,5,2
8518,1818,7.3,8.3,4.3,2
8518,1351,6,2.7,5,2
8518,1811,7,5.5,4.5,2
8518,670,5,5,5,4
8521,3999,9,9,9,4
8521,3361,5.9,5.6,5.4,3
8521,3370,3.8,1,3.8,5
8521,2848,3.5,5.6,6.8,6
8525,1871,5.8,3,6.3,3
8525,1312,7.3,7.1,3.5,3
8525,1425,6.9,6,5.9,2
8525,1486,6.5,3.6,2.1,2
8528,518,8.1,6.1,6.3,1
8528,519,7.4,1.7,5,3
8528,481,5,5,5,2
8528,545,9,9,1,2
8528,614,9,1,9,2
8534,4041,9,1,5.2,2
8534,3474,9,6.9,5,1
8534,2777,7.2,6.4,3.6,4
8534,2773,8.2,5,5,2
8535,505,7.2,6.7,3.5,3
8535,558,9,7,6.5,1
8535,674,7.4,1,3.4,2
8535,4236,9,1,8.5,1
8537,3932,9,3.3,5,1
8537,551,8.4,7.3,2.8,2
8537,569,7.8,3.2,5,2
8537,609,5.4,4.2,5,4
8537,583,5.6,6.1,5.7,3
8538,620,6.4,3.7,4.4,3
8538,649,7.3,7.1,2.6,2
8538,628,5,5,5,4
8538,680,7.5,7.5,2,3
8538,3543,6,3.2,5.3,3
8538,4050,7,6.9,3.7,3
8539,3637,9,6.9,1,4
8539,2867,5.9,6,5.9,2
8539,442,5,5,5,4
8539,2127,2.7,1,2.2,6
8550,1242,9,1,1,1
8550,2140,8.1,1.7,5,1
8550,2128,5.6,5.6,4.4,3
8550,2139,6.8,2.9,5,2
8558,2127,9,1.6,9,3
8558,3054,5,5,5,4
8558,4094,6.6,6.4,6.3,1
8558,1656,5.6,5,5,3
8558,1667,6.8,6.7,2.4,2
8558,1299,7.8,6.4,8.3,2
8560,1537,6.5,2.1,7.4,5
8560,2709,9,1,2.8,1
8560,2716,3.5,4.4,5.8,5
8560,3946,3.3,6.1,2.6,6
8561,2388,1.4,1.5,8.7,3
8561,2397,4.3,6.8,4,5
8561,2413,7.7,2.7,3.4,2
8561,1381,7.6,6.7,4.3,1
8567,588,7.5,7.2,5,2
8567,628,5,5,5,4
8567,629,7.6,8.8,1.3,2
8567,620,6.3,3.4,4.3,3
8567,626,1,1,9,7
8568,3623,4.7,5.3,4.8,5
8568,3835,4,3.8,5,3
8568,3905,6.9,6.7,2.9,2
8568,2210,7.5,2.7,3.3,2
8568,2243,3,4,4,3
8568,2218,5.7,3.2,3.8,3
8569,3563,9,5,5,3
8569,1417,7.1,1.3,5,1
8569,655,6.3,8.4,4.4,3
8569,4061,6.8,1,5,3
8576,3645,1.5,1.5,5,2
8576,670,5,5,5,4
8576,1250,6.7,6.9,7.2,3
8576,1429,5,5,5,4
8577,3579,7.3,5,5,2
8577,3590,7.2,2.9,8.7,3
8577,3588,6.3,2.2,5.8,2
8577,2226,8.9,2.4,5,2
8577,4028,6.8,4.1,2.4,3
8578,3384,5.8,5.9,4.2,4
8578,3270,6.3,7.3,5,2
8578,3250,6.5,3.7,7.8,3
8578,3285,6.4,3.3,5,3
8581,504,1.1,5.9,5,7
8581,541,5,3.7,5,5
8581,505,2.3,7.6,2.5,6
8581,619,7,5.7,5,1
8581,620,7.2,3.1,3.1,3
8590,2391,6.9,7.4,3.3,2
8590,1595,7.4,5.8,3.9,2
8590,1946,7.9,7.1,5,4
8590,3701,8.8,2,7.6,1
8593,4132,5,5,5,3
8593,2852,9,9,1.1,1
8593,2853,9,9,1,1
8593,2858,5,5,5,4
8593,4204,9,5.8,5,2
8597,4025,6.2,3.2,3.3,2
8597,3246,5,5,5,3
8597,2260,2.7,5,6.9,6
8597,2262,3.7,6.1,4.3,6
8610,1855,5,5,5,4
8610,3407,3.2,5,5,4
8610,3408,5,5,3.9,4
8610,3860,3.5,4.3,4.4,6
8611,1876,1,5,5,6
8611,1324,5,5,5,4
8611,1877,1,1,5,7
8611,4242,6.7,4.1,4.1,2
8619,2912,5.9,5,5,3
8619,1774,4.8,4.7,3.3,4
8619,3050,9,9,6.3,3
8619,3494,6.5,6.3,4.1,3
8620,1811,7.9,7.8,2.6,2
8620,1810,4.7,5,5,6
8620,1835,5.5,5.6,5.9,3
8620,4075,4.4,5,5,4
8623,3180,5.6,5.3,4.1,3
8623,3188,5,5,5,5
8623,3187,3.3,6.2,3.5,7
8623,3653,8.7,8.2,3,2
8635,2479,7,7.2,7.5,2
8635,1777,7.2,6.8,5,2
8635,1702,6,3.9,6,2
8635,4170,7.5,1.5,2.1,1
8635,2855,5.6,6.6,6.3,1
8644,599,9,9,5,2
8644,646,7.1,6,5,1
8644,559,6.4,6.3,2.3,2
8644,616,6.4,7.8,3.3,3
8650,3643,8.4,8.1,2.2,1
8650,3780,3.3,6.5,3.3,6
8650,2047,6.3,6.2,3.9,2
8650,2091,5,5,4.2,3
8650,2092,6.8,8,7.4,2
8654,1647,5,5,5,4
8654,1693,7.2,7.1,6.5,2
8654,1757,6.8,5.7,5,2
8654,4028,7.1,3.1,5,3
8657,1677,2.1,5,5,7
8657,2927,5,5,5,1
8657,1822,8.4,8.2,3.8,1
8657,3604,5,5,5,4
8663,2507,7.2,2.7,7.2,4
8663,1679,4.3,4.4,4.2,4
8663,1693,6.6,5.5,5.4,3
8663,1707,5.7,5,5,4
8663,2747,5.8,4.6,5,4
8667,4117,6.6,6.6,3.4,3
8667,1312,2.5,7.7,1.9,5
8667,3503,5.8,7.3,5.7,3
8667,3505,9,9,1,1
8667,3516,5,6.4,4.1,4
8669,3457,4.8,5,5.2,4
8669,3383,6.7,5.7,5.2,3
8669,2248,8.6,2,5,2
8669,4172,6.4,2,3.3,1
8672,3797,2.9,6.2,6.3,7
8672,2716,3.6,5.6,4.3,5
8672,2709,3.5,5,6.9,4
8672,2264,5,6.3,5,3
8677,3563,9,5,5,2
8677,3116,6.6,6.6,8.1,1
8677,2895,6.2,4,3.6,2
8677,2075,9,1,8.9,1
8679,2483,5,5,5,4
8679,1351,5,5,5,3
8679,1695,8.9,8.8,1.5,2
8679,1826,5,5,5,2
8683,4167,4.2,5.8,6.6,5
8683,1896,6.5,7.5,6.5,1
8683,2979,8.4,9,2.2,2
8683,1573,5.2,4,5.9,3
8703,1558,5,9,5,1
8703,1574,9,9,9,1
8703,1597,8.7,8.5,5.6,1
8703,3708,5,5,5,4
8713,1583,7.6,7.2,6.6,4
8713,1560,6.7,5.8,5,3
8713,1593,7.4,6.3,6.5,2
8713,4168,8,5.8,3.8,3
8718,3394,9,9,1,1
8718,3387,7.9,9,2.5,1
8718,2827,3.1,3.4,3.9,4
8718,4194,6,6,5,4
8719,2825,6.4,7.8,7.7,3
8719,1922,4.3,6.1,4.1,6
8719,1919,5,5,2.3,1
8719,1887,4.3,5.8,4.2,4
8723,2793,6,6.4,6.2,3
8723,2478,3.9,3.8,4.4,6
8723,4074,5,4.5,4.9,5
8723,2127,1.7,1,1,6
8729,3656,6.9,7,6.8,3
8729,2473,2.1,6.2,2.6,6
8729,2407,6.3,6.7,6.7,4
8729,2821,3.6,4.2,6.6,4
8732,1788,5,5,5.8,3
8732,2459,6.1,4.3,4.6,3
8732,1950,6.7,3.2,5,3
8732,3725,5.4,1,5.4,3
8742,1322,1.1,1,8.1,7
8742,666,5.2,5.2,5.1,4
8742,1653,1.3,3.6,8.6,4
8742,3861,1,9,1,7
8748,3939,4.2,4.2,5.8,5
8748,2478,1.1,1.2,3,6
8748,2415,2.4,2.3,6.1,5
8748,2407,7.1,6.2,6.9,4
8749,520,7.4,7.8,3.7,3
8749,505,7.6,7.3,3.6,2
8749,469,7.6,1.9,7.9,1
8749,655,5,5,5,4
8750,3338,7.7,7.8,1.7,3
8750,3339,8.6,8.6,1.9,2
8750,3348,9,8.9,1.2,1
8750,3698,9,9,1,3
8750,3767,6.8,6.7,5,3
8756,3553,1,5,7.3,7
8756,3568,2.7,5,5,6
8756,3594,6.5,7.5,2.3,2
8756,3993,5.9,2.9,3.8,2
8761,1681,3.4,6.5,3.7,6
8761,1635,6.7,8.1,1.8,6
8761,452,5,5,5,7
8761,1542,2.8,2.9,5.9,6
8770,2030,8,5,5,2
8770,2446,5,5,5,2
8770,1960,7.4,8,2.7,2
8770,3784,6.6,7.3,5,2
8771,1896,3.6,3.7,3.5,1
8771,2985,1,7.6,1,7
8771,2338,3.7,4.6,6.1,5
8771,4196,5.7,8.4,3,3
8780,3638,3.3,2.1,5.4,5
8780,2940,5.4,3.8,3.4,5
8780,2437,8.4,7.6,7.5,3
8780,2941,6.3,5.7,4.2,3
8782,2379,5.4,3.6,2.5,3
8782,2201,5,3.6,5,3
8782,2380,5,3.8,3.2,5
8782,3971,5,1,5,5
8782,4124,5,5,5,3
8790,452,5,5,5,4
8790,1712,7.8,6.7,3.1,1
8790,1410,7.1,6.2,6.8,2
8790,1783,4.4,5.7,4.5,3
8797,614,7.6,1.2,8.2,1
8797,616,4.9,1.9,7.6,4
8797,633,1.9,1.6,7,6
8797,669,7.7,5,5,2
8797,4216,5,6.3,5,4
8798,620,5.9,3.7,6.2,3
8798,615,4.2,5.1,5.6,4
8798,619,5,5.3,5,4
8798,680,5.6,4.4,5.4,3
